product_code;nombre ;nombre largo ;detalle ;familia ;clase;Costo;lista 
GCHVC80NV;CHAPA A GAS VENANCIO MOD C80;CHAPA A GAS VENANCIO MOD C80;"Placa Superior En Acero Al Carbono Con Un Espesor De 1 4 ""(6,35 Mm); . Modelo De Gas Lpg De Baja Presion; . Quemadores Bien Distribuidos Con Sistema De Cajones Colocados Debajo De La Placa; . Control Industrial Ustrialividual De Quemadores; . Mantenimiento Sencillo Y Economico; . Cuerpo Externo En Acero Inoxidable 430; . Pies Con Ajuste De Altura; . Prensa Adaptativa Opcional (Para Todos Los Modelos)";36;36001;1740000;2193000
GCHPCHPMS;CHAPA BIFERA PROGAS MOD PMS;CHAPA BIFERA PROGAS MOD PMS;A Gas . Especial Para Todo Tiipo De Comida Raoida . Base De Hierro Resistente;36;36001;825000;1040000
GCPMHICF1C;CHOPPERA MEMO 1C ICEFORT 28KG;CHOPPERA MEMO 1 CANILLA MOD ICEFORT A HIELO 30L X HORA 28KG HIELO;Ancho 495 Cm . Alto 40 Cm . Largo 24 Cm . Peso 42 Kg;36;36001;2193500;2764000
GCPMHICF2C;CHOPPERA MEMO 2C ICEFORT 28KG;CHOPPERA MEMO 2 CANILLAS MOD ICEFORT A HIELO 60L X HORA 28KG HIELO;Ancho 48 Cm . Alto 15 Cm . Largo 15 Cm . Peso 35000 Gr;36;36001;3192875;4024000
GTLREG36L;CHURRASQUERA TOKYO IND LREG36L;CHURRASQUERA TOKYO IND MOD LR EG 36L 8KW 92*62*35CMS 220V;Plancha Lisa . Estructura En Acero Inoxidable . Termostato . Colector De Grasas;36;36001;3410000;4297000
COTOBRA4HECPRE;COCINA TOKYO BRAVO 4H CALIENTA;COCINA A GAS TOKYO BRAVO CON ENCENDIDO 4H CALIENTA PLATOS MESA INOX CON LUZ;4 Hornallas A Gas . Tapa De Vidrio . Mesada De Acero Inoxidable . Horno Autolimpiante;15;15006;890028;1122000
COTODA5RE;COCINA TOKYO DALLAS 5H MESA;COCINA A GAS TOKYO DALLAS 5H MESA ACERO INOX;5 Hornallas A Gas . Mesada De Acero Inoxidable  . Temperatura Maxima 270 . C,2 Tamanhos De Hornallas . Horno Visor Con Doble Vidrio . Horno Autolimpiante ;15;15006;1149988;1449000
COTODA4HLRE;COCINA TOKYO DALLAS 4H;COCINA A GAS TOKYO DALLAS BLANCO 4H MESA INOX TAPA DE VIDRIO HORNO LIMPIA FACIL EN BLANCO Y EN NEGRO ;Esta Cocina A Gas Modelo Dallas Tiene 4 Hornallas . Mesada De Acero Inoxidable . Con Tapa De Vidrio Para Una Mayor Higiene  . Horno Autolimpiante . Horno Y Hornallas A Gas . Blanco - Negro;15;15006;598980;755000
COTOEU4HITERE;COCINA A GAS TOKYO EURO 4H;COCINA A GAS TOKYO EURO 4H FRENTE INOX TOP CONTROL ENCENDIDO LUZ Y PARRILLA AUT;Inox . 4 Hornallas A Gas . Mesada De Acero Inox . Temp Maxima Del Horno: 300 C . Quemadores De Aluminio . Con Luz Y Parrilla Autodeslizante;15;15006;1332563;1680000
COTOPET4HRE;COCINA A GAS TOKYO PETIT 4H ;COCINA A GAS TOKYO PETIT 4H MESA INOX CON RESPALDO HORNO LIMPIA FACIL;4 Hornallas A Gas . Mesada De Acero Inox . Temp Maxima Del Horno: 270 C . Quemadores De Aluminio . Tapa Del Horno Con Vidrio Doble . Limpia Facil;15;15006;497207;627000
COTOKESSE31BBN;COCINA COMB TOKYO ESSENCIAL 3H;COCINA COMBINADA TOKYO BLANCA ESSENCIAL 3HORN GAS 1ELECT HORNO ELECTRICO 50X50CM;3 Hornallas A Gas Y 1 Placa Electrica . Tapa De Vidrio . Mesada De Acero Inoxidable . Encendido Electrico . Horno Electrico Con Luz Temperatura De Horno 240   C . Medidas An 50Cm Alt 87 Cm Prof 58 Cm;15;15006;1340000;1689000
COTOEU4HHENRE;COCINA COMB TOKYO EURO 4H ;COCINA COMBINADA TOKYO EURO 4H A GAS NEG HORNO ELECTRICO CON ENCENDIDO MESA INOX;4 Hornallas A Gas . Mesada De Acero Inox . Temperatura Maxima Del Horno 300 C . Quemadores De Aluminio . Con Encendido Electrico . Tapa De Horno Con Vidrio Doble . Hprno Eletrico Con Grill . Material Del Horno:Antiadherente . Con Tapa Superior De Vidrio . Con Luz Interior . Medidas: An49CmAlt 87 CmProf55Cm;15;15006;1045267;1318000
COTOK19N;COCINA ELECTRICA TOKYO 1PLACA;COCINA ELECTRICA TOKYO 1PLACA MOD TOK19 1500W;1 Placa . Regulador De Temperatura  . Termostato  . 5 Niveles De Potencia;15;15004;140030;177000
COTOK20N;COCINA ELECTRICA TOKYO 2PLACA;COCINA ELECTRICA TOKYO 2PLACAS MOD TOK20 1500 750W;2 Placas . 5 Niveles De Potencia . Luz Piloto . Indicador De Encendido Y Apagado . Termostato Automatico . Ideal Para Todo Tipo De Coccion . Potencia 1500 W - 750 W;15;15004;220028;278000
GCVM6D;COCINA MAXI 6H VENANCIO M6D;COCINA MAXI 6HORNALLAS VENANCIO MOD M6D;Tipo: A Gas  . Material: Acero  . Quemadores: En Hierro Fundido . Cantidad De Hornallas: 6;36;36001;5660000;7132000
GCPPM200;COCINA PROGAS 2H PM-200;COCINA PROGAS 2HORNALLAS MOD PM 200;Estructura En Hierro Fundido Con Acabado En Pintura Negra Epoxi .  Rejillas De Hierro Fundido . Perfil 3 Cm Y Rejilla En Hierro Fundido 30 X 30 Cm .  Bandeja Para Juntar La Grasa .  Disponible En Baja Presion .  Llama Simple . Profundidad:400 Mm . Largo:700 Mm . Quemadores:2;36;36001;950000;1197000
GCOPGPMS400;COCINA PROGAS PMS-400 4H;COCINA PROGAS MOD PMS 400 4H 30*30CM SIN HORNO;Cocina Industrial 4 Hornallas Sin Horno4 Hornallas De 30X30 CmsQuemadores De 12Mm De DiametroHornallas En Hierro FundidoFabricado En Chapa De Acero Con Pintura EpoxiEstructura Desmontable;36;36001;1750000;2205000
COVO85852P;COCINA VOLCAN 85852P ACER INOX;COCINA VOLCAN MOD 85852P ACERO INOXIDABLE;Ancho 63 Cm . Alto 90 Cm . Largo 60 Cm . Peso 45000 Gr;15;15006;3749990;4725000
COWFD5NARRUW;COCINA WHIRLPOOL 5H INX DOBHOR;COCINA WHIRLPOOL WFD5NARRUW 5H INOX DOBLE HORNO;Doble Horno . Horno Cleartch . Vidrio Easy Open . Perillas Removibles . Rejillas Robustas;15;15006;4680017;5897000
COWFS5NARUUW;COCINA WHIRLPOOL 5H INOX;COCINA WHIRLPOOL WFS5NARUUW 5H INOX;Alxanxprof: 97,6 X 77,8 X 68,1 Cm . Horno Cleartech .  Vidrio Facil De Abrir .  Perillas Removibles .  Rejillas Robustas . Encendido Electrico: Si . Color: Acero Inoxidable . Cantidad De Quemadores: 5;15;15006;3119989;3932000
GCEMC4PCG;CONGELADOR ECOSILKON MC4PCG 4P;CONGELADOR ECOSILKON MOD MC4PCG 4PTAS TEMP  15NC 800LTS 220V/50HZ;Congelador Ecosilkon Mod Mc4Pcg  . 4Ptas Temp -15Nc  . 800Lts 220V 50Hz;36;36001;19600000;24696000
CGTCONP400;CONGELADOR HELADOS TOKYO NP400;CONGELADOR P/HELADOS TOKYO MOD TCONP400 333 NET 2T/VID DESLIZ;Tapa Corrediza . 7 Niveles De Temperatura . Perilla Encendido Apagado . Regulador De Temp . Clase Climatica  . Con Canastilla . Luz Indicadora . Funciones . Refrigerador . Mantenedor . Congelador . Interior Recubierto De Epoxi . Gas Ecologico . Con Llave Y Cerradura . Rueditas ;5;5002;3496998;4407000
CGTCONH220R;CONGELADOR HELADOS TOKYO H220R;CONGELADOR P/HELADOS TOKYO TCONH220R 132 NET VIDCURVO DESLIZ;Con 2 Tapas Corredizas De Vidrio Curvo . Con Perilla De Regulacion . Funcion Refrigerador (Heladera) Y Congelador . Frio Humedo Tropicalizado . 7 Niveles De Temperatura . Interior De Epoxi . Llave Y Cerradura . Ruedas . Ancho 61 Cm . Alto: 90 Cm . Prof: 65 Cm;5;5002;2162492;2725000
CGTCONH350R;CONGELADOR HELADOS TOKYO H350R;CONGELADOR P/HELADOS TOKYO TCONH350R 263 NET 2T/VIDCURVO DESLIZ;Capacidad 263 Lts . 2Tapas Vidrio Curvo Deslizable . 7 Niveles De Temperatura . Gas Ecologico . Perilla De Regulacion: Funcion Refrigerador Y Congelador . Canastilla . Con Llave Y Cerradura . Rueditas . Congelador Para Helados;5;5002;3445006;4341000
CGTOK157L;CONGELADOR TOKYO VERT F C 157L;CONGELADOR TOKYO VERTICAL FRIO HUMEDO 5 CAJONES NETO 157 LTS 220V;Capacidad: 157 Litros .  3 Niveles De Temperatura .  6 Cajones Internos Individuales .  Con Puerta Reversible . R600A Gas Eco;5;5002;2403491;3029000
CGWVG28HKDWX;CONGELADOR VERT WHIRLPOOL 280L;CONGELADOR VERTICAL WHIRLPOOL WVG28HK 280L EVOX FRIO SECO;Este Congelador Cuenta Con Funcion De Congelado Rapido Que Acelera El Enfriamiento Y Conserva Mejor Tus Alimentos, Ademas De Multiples Compartimientos Para Lograr Una optima Organizacion;5;5002;4252356;5358000
EDPCM2001;CORTACESPED TRAPP MASTER 2001;CORTACESPED MANUAL TRAPP MASTER 2001;3 Alturas De Corte . Cabo Plegable  . Franja De Corte De 38 Cm . Sistema De Laminas De Corte Rotativas (Autoafilables);35;35011;476705;601000
EDPCLF600G;CORTACESPED TRAPP LF-600G;CORTACESPED TRAPP LF 600G NAFTERO 65HP S/ BOLSA;"Puede Ser Usado En Terrenos Accidentados Con Inclinacion Hasta 15  Por Tiempo Indeterminado Y En 30 Para Movimientos Intermitentes; . Mango Ergonomico Para Mayor Comodidad Del Operador, Plegable Que Facilita El Transporte Y  Almacenamiento; . Base En Chapa De Acero De 1,9Mm De Espesura Ruedas De Polietileno De Alta Densidad Revestidas Con Neumaticos De Pvc; . Consumo De Combustible Aprox 1 Litro H; . Lubricante Aceite Sae 20W50; . Lamina En Acero Especial De 3Mm De Espesura, Templado Por Induccion En La Lamina De Corte; . Realizar El 1  Cambio De Aceite, Despues De Las Primeras 5 Horas De Trabajo Y Las Otras Despues De 25 Horas De Servicio, Con Mantenimiento Del Filtro De Aire; . Salida Lateral;";35;35011;2245103;2829000
EDPCLF80G;CORTACESPED TRAPP LF-80G NAFT;CORTACESPED TRAPP LF 80G NAFTERO 35HP S/ BOLSA;Potencia: 3,5 Hp . Rango De Corte: 48 Cm . Regulacion De Altura: 5 Posiciones . Mango Ergonomico Y Plegable . Rendimento Aproximado De 800My H . Chasis De Metal;35;35011;2065610;2603000
EDPCLF80RM;CORTACESPED TRAPP LF-80RM NAFT;CORTACESPED TRAPP LF 80RM NAFTERO 35HP S/ BOLSA;3,5 Hp . 48 Cm De Corte . Salida Lateral . Ruedas Traseras Mas Grandes Que Permiten Un Mejor Desplazamiento;35;35011;2192039;2762000
EDPCLF90G;CORTACESPED TRAPP LF-90G NAFT;CORTACESPED TRAPP LF 90G NAFTERO 35 HP C/BOLSA;Con Este Cortacesped Podras Tener El Jardin Que Siempre Sonhaste  . Equipado Con Ahogador Manual Y Valvula De Combustible Para Facilitar El Arranque Del Motor  . Cuenta Con Chasis De Metal Y Tratamiento Anticorrosivo En Todas Las Piezas Para Mayor Durabilidad  . Recomendado Para Realizar Cortes De areas Medianos Y Mayores Que 800M;35;35011;2350427;2962000
EDPCMB51E;CORTACESPED TRAPP MB-51E ELECT;CORTACESPED TRAPP MB 51E ELECTRICO 2500W C/ BOLSA;Cortadora De Cesped Electrica Adecuada Para El Corte Y La Recoleccion De Pastos En Las Zonas Medianas Y Grandes  . Productos De ultima Generacion, Eficiente Y Segura  . Sistemas De Arranque Manual Y Aceleracion  . Ruedas Recubierto De Neumaticos De Caucho  . 9 Alturas De Corte  . Gama De Corte De 51 Cm  . Hoja De Acero Con La Induccion De Endurecimiento De La Vanguardia  . Tratamiento Anticorrosivo En Todas Las Partes;35;35011;2743784;3458000
EDPC1HP;CORTACESPED TRAPP MC40L ELECT;CORTACESPED TRAPP MC40L ELECTRICO 1300W C/ BOLSA;1 Hp De Potencia . Faja De Corte De 35 Cm . Incluye Bolsa . 5 Niveles De Corte . 1300 W . 3600 Rpm . Ruedas De Polietileno De Alta Densidad Revestida Con Pvc;35;35011;1499527;1890000
EDPC50E;CORTACESPED TRAPP MC-50E ELECT;CORTACESPED TRAPP MC 50E ELECTRICO 2500W S/ BOLSA;2500W . Salida Lateral . 5 Posiciones De Corte . 48 Cm De Corte . 20 Mts De Cable . Monofasico;35;35011;2029698;2558000
EDPC60E;CORTACESPED TRAPP MC-60E ELECT;CORTACESPED TRAPP MC 60E ELECTRICO 2500W C/ BOLSA;Cortadora De Cesped Electrica Adecuada Para El Corte Y La Recoleccion De Hierbas En Los Huertos Familiares, Parques, Campos De Futbol Y Otros . Productos De ultima Generacion, Eficiente Y Segura . 5 Alturas De Corte . Ruedas Recubiertas Con Neumaticos De PvcHoja De Acero Con La Induccion De Endurecimiento De La Vanguardia . Establecer Para La Fijacion De La Cuchilla De Corte Muy Resistente;35;35011;2335888;2944000
EDPCSL30S1050;CORTACESPED TRAPP SL30S ELECT;CORTACESPED TRAPP SL30S ELECTRICO 1050W S/ BOLSA;Funcionamiento Electrico .  1050W .  Sin Bolsa .  Medida De Corte De 30 Cm .  3 Niveles De Corte .  3600 Rpm .  Motor Weg .  10 Mts De Cable;35;35011;1038098;1309000
EDPCSL350;CORTACESPED TRAPP SL350 ELECT;CORTACESPED TRAPP SL350 ELECTRICO 1300W S/ BOLSA;Ancho 435 Cm . Alto 30 Cm . Largo 655 Cm . Peso 20515 Gr;35;35011;1294306;1631000
EDPWM350;CORTACESPED TRAPP WM350 ELECT;CORTACESPED TRAPP WM350 ELECTRICO 1300W C/ RECOLECTOR;1 Hp . Funcionamiento Electrico . Carcaza Totalmente De Polipropileno . 3 Alturas De Corte . Facil Montaje Y Limpieza . Base Termoplastica . Ruedas De Polipropileno . Con Recolector Rigido . Medida De Corte 33 Cms . Altura Ajustable En 3 Niveles;35;35011;1153539;1454000
GCMM529;CORTADOR MANUAL MALTA-MOD529;CORTADOR MANUAL MALTA MOD529 DE PAPAS LEGUMBRES Y FRUTAS 10X10MM;Ancho 255 Cm . Alto 43 Cm . Largo 18 Cm . Peso 195900 Gr;36;36001;358300;452000
EDTCA10Y2S;CORTINA DE AIRE TOKYO FM3010;CORTINA DE AIRE TOKYO CON CONTROL MOD FM3010 Y 2 S 1 M;Marca Tokyo . Segmento . Peso: 14600 Gr . Ancho: 225 Cm . Alto: 25 Cm . Largo: 105 Cm;25;25006;624038;787000
EDTCA12Y2S;CORTINA DE AIRE TOKYO FM3012;CORTINA DE AIRE TOKYO CON CONTROL MOD FM3012 Y 2 S 12M;Disenho Compacto .  Ahorro De Espaciocarcasa Metalica  . Instalacion Simple Y Facil Limpiezaturbina De Plastico Rigido  . Bajo Nivel De Ruidoventilador Optimizado Para Gran Volumen De Aire Y Estabilidad2 Velocidades  . Doble Metodo De Control Manual;25;25006;797568;1005000
EDTCA15Y2S;CORTINA DE AIRE TOKYO FM3015;CORTINA DE AIRE TOKYO CON CONTROL MOD FM3015 Y 2 S 15M;Disenho Compacto, Ahorro De Espaciocarcasa Metalica, Instalacion Simple Y Facil Limpiezaturbina De Plastico Rigido, Bajo Nivel De Ruidoventilador Optimizado Para Gran Volumen De Aire Y Estabilidad2 Velocidades, Doble Metodo De Control Manual . Ancho 25 Cm . Alto 23 Cm . Largo 155 Cm . Peso 202 Kg;25;25006;980411;1236000
EDTCA20Y2S;CORTINA DE AIRE TOKYO FM3020;CORTINA DE AIRE TOKYO CON CONTROL MOD FM3020 Y 2 S 2 M;Ideal Para Puertas Con Aberturas Permanentes .  2 Velocidades .  Con Carcasa Metalica .  Con Soporte Para Instalacion .  2 Modos De Manejo: Manual Y A Control Remoto  . Largo: 200Cm (2 M);25;25006;1414437;1783000
GEMTEL10;EMBUTIDORA CHORIZO METVISA 10K;EMBUTIDORA DE CHORIZO METVISA 10 KG  EL 10;Embutidora De Chorizo  . Metvisa 10 Kg- El-10;36;36001;2050000;2583000
EDTCSFOGO;ENCENDEDOR DE CARBON TOKYO;ENCENDEDOR DE CARBON TOKYO PARA COCINA DE USO DOMESTICO;Agiliza El Encendido Del Carbon Para El Asado . Encendedor De Carbon Tokyo Para Cocina Uso Domestico Edtcsfogo . Potencia 450W . Temperatura: 350 C  . Proporciona Segurida Y Practicidad Con Ek Rapido Encendido Del Carbon;15;15007;79998;101000
EEVSYMSILVER;ENFRIADOR EVAP SYMPHONY SILVER;ENFRIADOR EVAPORATIVO SYMPHONY MOD SILVER S/CONTROL;El Sistema De Enfriamiento Por Aire Evaporativo Silver Es Una Forma Inteligente Y Elegante De Obtener Aire Fresco De Forma Natural Disenhado Para Integrarse Perfectamente En Cualquier Espacio Interior, Este Acondicionador De Aire Evaporativo Incluye Una Serie De Caracteristicas Que Hacen Que Su Vida Sea Mas Saludable Y Mas Comoda;25;25003;698810;881000
EEVSYMHCSI;ENFRIADOR EVAP SYMPHONY NEW HI;ENFRIADOR EVAPORATIVO SYMPHONY NEW HI COOL SMART I CON CONTROL REMOTO;Caudal De Aire 1200 M H  .  Area De Cobertura 28 Metros Cuadrados  . 175W  . Capacidad Del Tanque De Agua 25 Litros  . 3 Velocidades  . Oscilador Automatico .  Deposito Para Hielo  . Panel Digital  . Timer Hasta 7 Horas  .  Control De Humedad  . Bomba Especial Dura Pump Que Se Desactiva Al Estar El Tanque Vacio  .  Alarma Que Indica Cuando El Tanque Esta Vacio  .  Medidas Del Producto Ancho 50 Cm Alto 90 Cm Profundidad 31 Cm;25;25003;1164661;1468000
EDXEJU550DN;EXTRACTOR JUGO MOULINEX  800W;EXTRACTOR DE JUGO MOULINEX JU550D10 800W;Potencia 800W . Filtro De Acero Inox, Con 2 Cuchillas Centrales Para Un Corte Optimo . Accesorios: Colector De Pulpa, Jarra, Tapa, Empujador Y Filtro . Accesorios Apto Para Lavavajillas;1;1003;670000;845000
EDTEFMAX2N;EXTRACTOR DE JUGOS TOKYO FRUIT;EXTRACTOR DE JUGOS TOKYO FRUIT MAX 600W 2 VELOC CAP PARA PULPA 15L;Extractor De Jugos Tokyo Fruit Max 600W 2 Veloc Cap Para Pulpa 15L;1;1003;260965;329000
GFHEZBP22;FABRICADOR HIELO ECOSILKON BAL;FABRICADORA DE HIELO ECOSILKON BALA MD ZBP22 13/22KG/24H CAP DEPOSITO 7K INX FIL;Fabricadora De Hielo  . Ecosilkon Bala  . Md Zbp22 13 22Kg 24H  . Cap Deposito 7K Inx Fil;36;36001;4275000;5387000
GFHEZBL90;FABRICADOR HIELO ECOSILKON ZBL;FABRICADORA DE HIELO ECOSILKON MOD ZBL9 40/90KG/24H CAP DEPOSITO 48KG AC INOX FI;Fabricadora De Hielo  . Ecosilkon Mod Zbl9  . 40 90Kg 24H  . Cap Deposito 48Kg Ac Inox Fi;36;36001;9255000;11662000
EDPTRITRF30;FORRAJERA TRAPP TRF-300;FORRAJERA TRAPP TRF 300 2HP C/ CORREA;2 Hp . 10 Martillos Moviles . 2 Cuchillas . Produccion Forraje: 700 1400 Kg H . Produccion Maiz: 50 80 Kg H . Tratamiento Anticorrosivo En Todas Las Piezas;35;35012;3699070;4661000
EDPTRF400;FORRAJERA TRAPP TRF-400 ;FORRAJERA TRAPP TRF 400 2HP;2 Hp . 3600 Rpm . Monofasico .  2 Cuchillas Y 10 Martillos Moviles . Produccion 800 1200 Kg H .  Interruptor De  EnconApag ;35;35012;2896879;3651000
GFRPGPR310G;FREIDORA A GAS PROGAS PR-310G;FREIDORA A GAS PROGAS PR 310G;Estructura De Acero Inoxidable . Con Cesta Incluida . Kit De Gas De Alta Presion . Patas Estabilizadoras . Altura:250 Mm . Profundidad:400 Mm . Largo:320 Mm;36;36001;395000;498000
GFRMTTFE6;FREIDORA ELECT METVISA TFE-6;FREIDORA ELECTRICA METVISA TFE 6;Exterior En Acero Inoxidable .  Bajo Consumo De Energia .  Pies Estabilizadores  .  Canasto En Acero Inoxidable . Capacidad: 6 Lts;36;36001;885000;1116000
GFRPGPR310E;FREIDORA ELECTR PROGAS- PR310E;FREIDORA ELECTRICA PROGAS  PR 310E 1 CAN 35 LTRS;La Freidora Electrica Pr-310 E De Progas De 3 De Litros, Es Ideal Para Uso En Diversos Establecimientos Comerciales, Indicada Para Uso Profesional En La Fritura De Diversos Alimentos . Practica Y De Facil Manejo . Estructura En Acero Inoxidable . Resistencia En Acero Inoxidable . Termostato Para Control De Temperatura Automatico . area De Fritura: Diametro 285Mm . Con Cesta Incluida . Capacidad: 0,5 Kg Cesto;36;36001;880000;1109000
GFRPGPR70E;FREIDORA ELECTR PROGAS PR-70E;FREIDORA ELECTRICA PROGAS PR 70E;Freidora Electrica Pr-70E De Progas, Posee Una Capacidad De 7 Litros, Resistencia Y Estructura De Acero Inoxidable Potencia De 2500 W, Consumo De 35 Kwh Dimensiones: Altura De 025, Profundidad De 040, Ancho De 040 Metros Y Peso De 35 Kg;36;36001;950000;1197000
GFTEF17;FREIDORA ELECTR TOKYO IND 10L;FREIDORA ELECTRICA TOKYO INDUSTRIAL 10LTS 3000W EF 17L; Capacidad 10 Lts .  Termostato Regulable  . 1 Canasta . Totalmente En Acero Inox ;36;36001;1242300;1566000
EDXFMFR33N;FREIDORA MOULINEX EASY AM33807;FREIDORA MOULINEX EASY PRO 3L MOD AM338070;Ajuste De Termostato . Base Antideslizante . Zona Fria: Los Restos No Se Queman, El Aceite Dura Mas . Tazon Extraible De Acero Inoxidable Ultra Resistente . Totalmente Desmontable Y Apto Para Lavavajillas . Ventana De Vision Que Permite Controlar El Nivel De Fritura Y Obtener Resultados Perfectos . Capacidad Aceite De 3 Litros . Potencia De 2200W;1;1002;649029;818000
HEWHWRA08BVDWX;FRIGOBAR WHIRLPOOL VINTAGE 80L;FRIGOBAR WHIRLPOOL VINTAGE WRA08BVD ROJO 80L FRIO HUMEDO + ADAPTADOR;Frigobar Whirlpool Vintage  . Modelo: Wra08Bvd  . Color: Rojo  . 80L Frio Humedo + Adaptador . Ancho 51 Cm . Alto 65 Cm . Largo 56 Cm . Peso 29000 Gr;5;5001;2608444;3287000
HEWHWRA12BKDWX;FRIGOBAR WHIRLPOOL 120L F H;FRIGOBAR WHIRLPOOL WRA12BKDWX 120L EVOX FRIO HUMEDO;Ancho 482 Cm . Alto 862 Cm . Largo 519 Cm . Peso 28 Kg;5;5001;2315185;2918000
EDPFSXLK16;FUMIGADOR MOCHILA TRAPP 16L;FUMIGADOR PULVERIZADOR MOCHILA TRAPP MOD SX LK16 16 LTS;4 Tipos De Boquilla: Ducha, Abanico, Cono Y Doble Cono . Reversible: Puede Ser Utilizado Por Diestros Y Zurdos . Tapa Con Valvula Anti-Goteo . Recipiente De Gran Capacidad, Muy Resistente A La Presion . Sello De Goma . Capacidad: 16 Litros;35;35012;220028;278000
EDPFSXLK20C;FUMIGADOR MOCHILA TRAPP 20L;FUMIGADOR PULVERIZADOR MOCHILA TRAPP MOD SX LK20 20 LTS;Ancho 195 Cm . Alto 63 Cm . Largo 465 Cm . Peso 400 Kg;35;35012;249977;315000
EDPFSXCS5;FUMIGADOR TRAPP 5L;FUMIGADOR PULVERIZADOR TRAPP MOD SX CS5 5 LTS;Ancho 19 Cm . Alto 45 Cm . Largo 19 Cm . Peso 135 Kg;35;35012;92996;118000
UTIG0383700N;GRILL IMUSA AD TALENT;GRILL IMUSA AD TALENT MOD 0383700;Ancho 265 Cm . Alto 8 Cm . Largo 45 Cm . Peso Gr;15;15007;106865;135000
GGLR813;GRILL TOKYO INDUSTRIAL LR-813;GRILL TOKYO INDUSTRIAL MOD LR 813 2TAPAS TEMP 50N A 300N;Grill Electrico Una Placa, Placa Superior Movil .  Base Y Estructura En Acero Manija Cromada . Lampara Piloto .  Llave De Encendido Y Apagado . Temperatura De 50 A 300 C;36;36001;1815000;2287000
EDGFGR2144PN;GRILLERA GEORGE FOREMAN GR2144;GRILLERA GEORGE FOREMAN GR2144 9 PORCIONES + ADAPTADOR;Es El Aparato De Cocina Que Cambio El Juego De Parrillas Para Siempre Ofrece Parrilladas Rapidas Y Deliciosos Resultados Para Bistec, Hamburguesas, Pollo, Verduras Y Mas La Superficie Inclinada Patentada Ayuda A Eliminar La Grasa Durante La Coccion, Y El Revestimiento AntiadherenteEl Calentamiento Por Contacto Dual De La Parrilla Compacta Acelera La Parrilla Para Obtener Comida En La Mesa En Un Tiempo Record;1;1005;515096;650000
GHPPR700GN;HAMBURGUESERA PROGAS PR-700GN;HAMBURGUESERA PROGAS CON TAPA MOD PR 700GN;Estructura De Acero Inoxidable Cepillado .  Sistema De Quemadores Tubulares De Cajones  . Alimentacion De Gas En Baja Presion .  Con Media Tapa . Altura: 212 Mm . Profundidad:425 Mm . Largo: 652 Mm;36;36001;585000;738000
HETOKMM257;HELADERA TOKYO MAGNA HD-350;HELADERA TOKYO MAGNA BLANCA HD 350 FH 2PUERTAS;Alimentos Siempre Frescos, Disenho Interior Practico Que Permite Mantener Por Mas Tiempo Las Verduras Y Frutas, Posee Una Alta Resistencia Que Facilita Limpieza . Ancho 585 Cm . Alto 1674 Cm . Largo 605 Cm . Peso 51 Kg;5;5001;2300043;2899000
HETOKMAGNA264;HELADERA TOKYO MAGNA PLUS 300;HELADERA TOKYO MOD MAGNA PLUS 300 FRIO HUMEDO 2PUERTAS BLANCA;Heladera Tokyo  . Modleo Magna Plus 300  . Frio Humedo  . 2Puertas  . Blanca . Tension Electrica 220 Voltios . Frecuencia Electrica 50 Hertz . Ancho 58 Cm . Alto 167 Cm . Largo 73 Cm . Peso 44400 Gr;5;5001;2099981;2646000
HEWRE80BKDWA;HELADERA WHIRLPOOL BIG FOOT;HELADERA WHIRLPOOL BIG FOOT WRE80BKDWA 586/573L EVOX FRIO SECO PANEL TOUCH + ADA;Heladera Whirlpool Big Foot  . Modelo: Wre80Bkdwa 586 573L  . Evox Frio Seco Panel Touch + Ada . Capacidad 586 Litros . Color Inox Color . Ancho 777 Cm . Alto 1905 Cm . Largo 86 Cm . Peso 108000 Gr;5;5001;8950061;11278000
HEWHWRE57BKDWX;HELADERA WHIRLPOOL WRE57BK;HELADERA WHIRLPOOL COMBI WRE57BK 480/443L EVOX INVERTER FRIO SECO PANEL TOUCH;" Modos Especiales: Fiesta, Compras, Vacaciones .  Xpert Flow: Mantiene Una Temperatura Homogenea En Toda La Heladera . Turbo Freezer: Permite Enfriar Alimentos Y Bebidas; Y Te Avisa Cuando Estan Listos Para Disfrutarlos . Eficiencia Energetica: A . Turbo Hielo . Medidas: An: 70,1 Cm Alt: 184 Cm Prof: 72,5 Cm";5;5001;7017379;8842000
HEWHWRM45ABDWC;HELADERA WHIRLPOOL 400L BL F C;HELADERA WHIRLPOOL WRM45AB 400/375L BLANCO FRIO SECO PANEL TOUCH;La Nueva Generacion De Heladeras Whirlpool Poseen Una Gran Flexibilidad Y Movilidad De Compartimentos Para Mejorar El Almacenamiento Y La Conservacion De Tus Alimentos Y Bebidas Ademas Cuenta Con Varias Funciones Que Haran Tu Dia A Dia Mucho Mas Sencillo .  . Ancho 180 Cm . Alto 652 Cm . Largo 747 Cm . Peso 595000 Gr;5;5001;4050820;5105000
